id	likes	link	permalink	retweets	timestamp	tweet	tweet_hashtags	tweet_mentions	tweet_pic	username	topic_cluster	topic_keywords
821772494864580614	98384		https://twitter.com/realDonaldTrump/status/821772494864580614	18706	1484760780	Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday.  #Inauguration	['Inauguration']	[]	pic.twitter.com/S701FdTCQu	realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
821719763214880769	60469		https://twitter.com/realDonaldTrump/status/821719763214880769	10191	1484748180	.  @TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!	[]	['TheAlabamaBand']		realDonaldTrump	1	Job and Business agenda
821705440178348033	52086		https://twitter.com/realDonaldTrump/status/821705440178348033	9461	1484744760	No wonder the Today Show on biased  @NBC is doing so badly compared to its glorious past. Little credibility!	[]	['NBC']		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
821703902940827648	53111		https://twitter.com/realDonaldTrump/status/821703902940827648	10725	1484744400	"Bayer AG has pledged to add U.S. jobs and investments after meeting with President-elect Donald Trump, the latest in a string...""  @WSJ"""	[]	['WSJ']		realDonaldTrump	0	Thank you tour promising MAGA
821699672687448064	52569		https://twitter.com/realDonaldTrump/status/821699672687448064	10282	1484743440	to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
821697182235496450	43686		https://twitter.com/realDonaldTrump/status/821697182235496450	9097	1484742840	Totally biased  @NBCNews went out of its way to say that the big announcement from Ford, G.M., Lockheed & others that jobs are coming back...	[]	['NBCNews']		realDonaldTrump	1	Job and Business agenda
821686928680583169	34152		https://twitter.com/realDonaldTrump/status/821686928680583169	5065	1484740380	Will be interviewed by  @ainsleyearhardt on  @foxandfriends - Enjoy!	[]	['ainsleyearhardt', 'foxandfriends']		realDonaldTrump	0	Thank you tour promising MAGA
821415698278875137	95119		https://twitter.com/realDonaldTrump/status/821415698278875137	19418	1484675700	Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!	[]	[]		realDonaldTrump	1	Job and Business agenda
821410947864653825	38659	http://www.breitbart.com/big-journalism/2017/01/16/media-covered-trump-without-listening-voters/	https://twitter.com/realDonaldTrump/status/821410947864653825	10183	1484674560	"How Trump Won--And How The Media Missed It"" ..."""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
821369651968012288	58096		https://twitter.com/realDonaldTrump/status/821369651968012288	12415	1484664720	"thought it would be hypocritical to attend Bush's swearing-in....he doesn't believe Bush is the true elected president."" Sound familiar! WP"""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
821368088935432196	60593		https://twitter.com/realDonaldTrump/status/821368088935432196	14461	1484664360	"John Lewis said about my inauguration, It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he..."""	[]	[]		realDonaldTrump	1	Job and Business agenda
821365569366671360	51140		https://twitter.com/realDonaldTrump/status/821365569366671360	9255	1484663760	"country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing big stuff."""""	[]	[]		realDonaldTrump	1	Job and Business agenda
821364027506966532	53725		https://twitter.com/realDonaldTrump/status/821364027506966532	9805	1484663400	With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our.....	[]	[]		realDonaldTrump	1	Job and Business agenda
821344302651555840	97068		https://twitter.com/realDonaldTrump/status/821344302651555840	21732	1484658660	The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.	[]	[]		realDonaldTrump	1	Job and Business agenda
821342600322043905	110509		https://twitter.com/realDonaldTrump/status/821342600322043905	22339	1484658300	People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
821177307708661761	42529		https://twitter.com/realDonaldTrump/status/821177307708661761	7271	1484618880	"  @drgoodspine:  @realDonaldTrump  @Ivanka Trump is great, a woman with real character and class."""""	[]	['drgoodspine', 'Ivanka']		realDonaldTrump	0	Thank you tour promising MAGA
821172595869577220	52436		https://twitter.com/realDonaldTrump/status/821172595869577220	10156	1484617740	At 9:00 P.M.  @CNN, of all places, is doing a Special Report on my daughter, Ivanka. Considering it is CNN, can't imagine it will be great!	[]	['CNN']		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
821170750983995392	55602		https://twitter.com/realDonaldTrump/status/821170750983995392	11216	1484617320	"  @levisteveholt:  @realDonaldTrump I appreciate your use of Twitter to keep us informed and maintain transparency."" Very dishonest media!"""	[]	['levisteveholt']		realDonaldTrump	0	Thank you tour promising MAGA
820992721120854016	148125		https://twitter.com/realDonaldTrump/status/820992721120854016	33829	1484574840	Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
820789938887294977	52941		https://twitter.com/realDonaldTrump/status/820789938887294977	12384	1484526540	much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
820786730257285120	40642		https://twitter.com/realDonaldTrump/status/820786730257285120	10106	1484525760	".  @FoxNews Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."" Oh really, couldn't do..."""	[]	['FoxNews']		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
820764134857969666	76564		https://twitter.com/realDonaldTrump/status/820764134857969666	16568	1484520360	.  @NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!	[]	['NBCNews']		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
820725491812487170	63835		https://twitter.com/realDonaldTrump/status/820725491812487170	13660	1484511180	"about that...Those Intelligence chiefs made a mistake here, & when people make mistakes, they should APOLOGIZE. Media should also apologize"""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
820723387995717632	63195		https://twitter.com/realDonaldTrump/status/820723387995717632	14391	1484510640	"Thank you to Bob Woodward who said, That is a garbage document...it never should have been presented...Trump's right to be upset (angry)..."""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
820707210565132288	116811		https://twitter.com/realDonaldTrump/status/820707210565132288	26363	1484506800	For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!	[]	[]		realDonaldTrump	1	Job and Business agenda
820632299037409280	71287		https://twitter.com/realDonaldTrump/status/820632299037409280	13525	1484488920	will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!	[]	[]		realDonaldTrump	1	Job and Business agenda
820631495660408835	71897		https://twitter.com/realDonaldTrump/status/820631495660408835	14346	1484488740	The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..	[]	[]		realDonaldTrump	1	Job and Business agenda
820450166331346944	110435		https://twitter.com/realDonaldTrump/status/820450166331346944	22290	1484445480	Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
820425770925338624	86615		https://twitter.com/realDonaldTrump/status/820425770925338624	19662	1484439720	Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
820257714362314753	61596		https://twitter.com/realDonaldTrump/status/820257714362314753	16839	1484399640	"INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS A COMPLETE FRAUD!""  @OANN"""	[]	['OANN']		realDonaldTrump	0	Thank you tour promising MAGA
820255947956383744	69557		https://twitter.com/realDonaldTrump/status/820255947956383744	14631	1484399220	mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!	[]	[]		realDonaldTrump	1	Job and Business agenda
820251730407473153	79747		https://twitter.com/realDonaldTrump/status/820251730407473153	18658	1484398200	Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......	[]	[]		realDonaldTrump	1	Job and Business agenda
819962894616064001	100012		https://twitter.com/realDonaldTrump/status/819962894616064001	18862	1484329320	A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
819869953692155904	117473		https://twitter.com/realDonaldTrump/status/819869953692155904	26445	1484307180	"The Unaffordable"" Care Act will soon be history!"""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
819868066364461058	60673		https://twitter.com/realDonaldTrump/status/819868066364461058	11848	1484306700	have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!	[]	[]		realDonaldTrump	1	Job and Business agenda
819867246352801792	52292		https://twitter.com/realDonaldTrump/status/819867246352801792	11264	1484306520	What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
819865802849587200	48768		https://twitter.com/realDonaldTrump/status/819865802849587200	10915	1484306160	"released by Intelligence"" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!"""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
819864373988573184	49071		https://twitter.com/realDonaldTrump/status/819864373988573184	11076	1484305860	Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
819863039902097408	66330		https://twitter.com/realDonaldTrump/status/819863039902097408	15960	1484305500	It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
819858926455967744	73712		https://twitter.com/realDonaldTrump/status/819858926455967744	14862	1484304540	All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
819600124133474307	77945		https://twitter.com/realDonaldTrump/status/819600124133474307	17090	1484242860	Congrats to the Senate for taking the first step to  #RepealObamacare- now it's onto the House! – bei Trump Tower	['RepealObamacare']	[]		realDonaldTrump	0	Thank you tour promising MAGA
819550083742109696	115025		https://twitter.com/realDonaldTrump/status/819550083742109696	30968	1484230920	.  @CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!	[]	['CNN']		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
819541997325316096	84569		https://twitter.com/realDonaldTrump/status/819541997325316096	19140	1484229000	Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean.  @LBPerfectMaine	[]	['LBPerfectMaine']		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
819520238446411777	64888		https://twitter.com/realDonaldTrump/status/819520238446411777	15234	1484223780	James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
819399723924803585	47316		https://twitter.com/realDonaldTrump/status/819399723924803585	8344	1484195040	"  @zhu_amy3:  @realDonaldTrump It's Morning in America again!!! Thank you President-Elect Donald Trump!!! So proud of you!!!!"" THANKS!"""	[]	['zhu_amy3']		realDonaldTrump	0	Thank you tour promising MAGA
819393877174087682	106026		https://twitter.com/realDonaldTrump/status/819393877174087682	24583	1484193660	We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
819164172781060096	97939		https://twitter.com/realDonaldTrump/status/819164172781060096	28469	1484138880	"Intelligence agencies should never have allowed this fake news to leak"" into the public. One last shot at me.Are we living in Nazi Germany?"""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
819162968592183298	104119		https://twitter.com/realDonaldTrump/status/819162968592183298	25312	1484138640	"I win an election easily, a great movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!"""	[]	[]		realDonaldTrump	1	Job and Business agenda
819159806489591809	79876		https://twitter.com/realDonaldTrump/status/819159806489591809	23336	1484137860	Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
819155311793700865	59684		https://twitter.com/realDonaldTrump/status/819155311793700865	15605	1484136780	"Russia just said the unverified report paid for by political opponents is A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!"""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
819000924207251456	40259	http://www.lifezette.com/polizette/buzzfeed-runs-error-laden-unverifiable-trump-russia-claim/	https://twitter.com/realDonaldTrump/status/819000924207251456	13130	1484100000	'BuzzFeed Runs Unverifiable Trump-Russia Claims'  #FakeNews ...	['FakeNews']	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
818990655418617856	84062		https://twitter.com/realDonaldTrump/status/818990655418617856	25590	1484097540	FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
818948254943604736	39343	http://bit.ly/2j5gad2FOXBusiness	https://twitter.com/realDonaldTrump/status/818948254943604736	9369	1484087400	'Trump Helps Lift Small Business Confidence to 12-Yr. High'  ... – bei Trump Tower	[]	[]	pic.twitter.com/CWAvJ4fRdx	realDonaldTrump	0	Thank you tour promising MAGA
818922995980845056	45035	http://www.cnbc.com/2017/01/10/small-business-optimism-soars-after-trump-election.html	https://twitter.com/realDonaldTrump/status/818922995980845056	10488	1484081400	'Small business optimism soars after Trump election' ... – bei Trump Tower	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
818841421364989952	38072	https://www.bloomberg.com/news/articles/2017-01-10/u-s-small-business-optimism-index-surges-by-most-since-1980	https://twitter.com/realDonaldTrump/status/818841421364989952	9921	1484061960	'U.S. Small-Business Optimism Index Surges by Most Since 1980' ...	[]	[]		realDonaldTrump	1	Job and Business agenda
818643528905621504	85120	https://www.facebook.com/DonaldTrump/posts/10158443103370725:0	https://twitter.com/realDonaldTrump/status/818643528905621504	20809	1484014800	Thank you to all of the men and women who protect & serve our communities 24/7/365!  #LawEnforcementAppreciationDay  ...	['LawEnforcementAppreciationDay']	[]	pic.twitter.com/ySRNaF9Nvz	realDonaldTrump	1	Job and Business agenda
818586286034485250	113144		https://twitter.com/realDonaldTrump/status/818586286034485250	22307	1484001120	An old picture with Nancy and Ronald Reagan.	[]	[]	pic.twitter.com/8kvQ1PzPAf	realDonaldTrump	0	Thank you tour promising MAGA
818461467766824961	100137		https://twitter.com/realDonaldTrump/status/818461467766824961	20841	1483971360	Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford & Fiat C!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
818460862675558400	92066		https://twitter.com/realDonaldTrump/status/818460862675558400	20762	1483971240	It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...	[]	[]		realDonaldTrump	1	Job and Business agenda
818422930157830144	62379		https://twitter.com/realDonaldTrump/status/818422930157830144	14176	1483962180	"groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!"""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
818421066859167746	76129		https://twitter.com/realDonaldTrump/status/818421066859167746	18895	1483961760	"Hillary flunky who lost big. For the 100th time, I never mocked"" a disabled reporter (would never do that) but simply showed him......."""	[]	[]		realDonaldTrump	1	Job and Business agenda
818419002548568064	111827		https://twitter.com/realDonaldTrump/status/818419002548568064	33255	1483961220	Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....	[]	[]		realDonaldTrump	1	Job and Business agenda
818416446527172608	34103		https://twitter.com/realDonaldTrump/status/818416446527172608	6463	1483960620	Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
818307689323368448	70129		https://twitter.com/realDonaldTrump/status/818307689323368448	17005	1483934700	Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
818169485169410048	67254		https://twitter.com/realDonaldTrump/status/818169485169410048	18437	1483901760	Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to  @NBCNews. So serious!	[]	['NBCNews']		realDonaldTrump	0	Thank you tour promising MAGA
818136714396975104	52688		https://twitter.com/realDonaldTrump/status/818136714396975104	16144	1483893960	Kellyanne Conway went to  @MeetThePress this morning for an interview with  @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!	[]	['MeetThePress', 'chucktodd']		realDonaldTrump	0	Thank you tour promising MAGA
818134981344165888	31928	https://twitter.com/i/web/status/817542630682796033	https://twitter.com/realDonaldTrump/status/818134981344165888	7248	1483893540	"  @FoxNews: ""We certainly don’t want intelligence interfering with politics and we don’t want politics interfe...  ..."""""	[]	['FoxNews']		realDonaldTrump	1	Job and Business agenda
818134360712953858	26205	http://thehill.com/blogs/blog-briefing-room/news/312525-george-w-bush-to-attend-trumps-inauguration#.WGvveimVlvw.twitter	https://twitter.com/realDonaldTrump/status/818134360712953858	4894	1483893360	"  @KellyannePolls: Welcome to President and Mrs. Bush.  ..."" Very nice!"""	[]	['KellyannePolls']		realDonaldTrump	0	Thank you tour promising MAGA
817915516018892805	77391		https://twitter.com/realDonaldTrump/status/817915516018892805	15247	1483841220	I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
817882028272128001	59320		https://twitter.com/realDonaldTrump/status/817882028272128001	10912	1483833240	Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter & star	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817753083707015168	63068		https://twitter.com/realDonaldTrump/status/817753083707015168	14333	1483802460	both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!	[]	[]		realDonaldTrump	1	Job and Business agenda
817750330196819968	70805		https://twitter.com/realDonaldTrump/status/817750330196819968	16484	1483801800	have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
817748207694467072	90949		https://twitter.com/realDonaldTrump/status/817748207694467072	25907	1483801320	"Having a good relationship with Russia is a good thing, not a bad thing. Only stupid"" people, or fools, would think that it is bad! We....."""	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
817703208567078913	76222		https://twitter.com/realDonaldTrump/status/817703208567078913	17462	1483790580	Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817701436096126977	62370		https://twitter.com/realDonaldTrump/status/817701436096126977	16183	1483790160	Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!	[]	[]		realDonaldTrump	1	Job and Business agenda
817579925771341825	61292		https://twitter.com/realDonaldTrump/status/817579925771341825	14645	1483761180	Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817522928862502913	43890	https://www.facebook.com/DonaldTrump/posts/10158426170160725:0	https://twitter.com/realDonaldTrump/status/817522928862502913	6985	1483747620	Happy Birthday  @EricTrump!  ...	[]	['EricTrump']		realDonaldTrump	0	Thank you tour promising MAGA
817453219613917185	87875		https://twitter.com/realDonaldTrump/status/817453219613917185	19889	1483731000	Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
817413321058029568	83969		https://twitter.com/realDonaldTrump/status/817413321058029568	23187	1483721460	I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817374875962769408	31663		https://twitter.com/realDonaldTrump/status/817374875962769408	5728	1483712280	Anna Wintour came to my office at Trump Tower to ask me to meet with the editors of Conde Nast & Steven Newhouse, a friend. Will go this AM.	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817350726800306177	36891		https://twitter.com/realDonaldTrump/status/817350726800306177	7774	1483706520	being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich & Hillary	[]	[]		realDonaldTrump	2	News coverages from CNN/NYT/Russian Interference
817348644647108609	35051		https://twitter.com/realDonaldTrump/status/817348644647108609	8190	1483706040	"Wow, the ratings are in and Arnold Schwarzenegger got swamped"" (or destroyed) by comparison to the ratings machine, DJT. So much for...."""	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817341196251070464	60239		https://twitter.com/realDonaldTrump/status/817341196251070464	12886	1483704300	Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
817336355193753600	37605		https://twitter.com/realDonaldTrump/status/817336355193753600	7355	1483703100	and knew they were in big trouble - which is why they cancelled their big fireworks at the last minute.THEY SAW A MOVEMENT LIKE NEVER BEFORE	[]	[]		realDonaldTrump	0	Thank you tour promising MAGA
